From Date,To Date,AT,BP,NO,NO2,NOx,Ozone,PM10,RH,SO2,SR,PM2.5
12-03-2017 08:00,12-03-2017 16:00,19.8,733.47,3.19,19.38,21.41,136.91,129.82,38.21,22.83,374.92,32.68
12-03-2017 16:00,13-03-2017 00:00,14.82,735.76,12.85,47.16,59.54,58.89,195.6,44.56,29.71,25.39,84.77
13-03-2017 00:00,13-03-2017 08:00,8.75,736.47,1.21,32.33,30.44,31.56,179.76,65.31,26.33,13.51,77.08
13-03-2017 08:00,13-03-2017 16:00,19.81,733.16,0.91,9.84,10,171.1,153.59,28.22,22.07,380.29,40.09
13-03-2017 16:00,14-03-2017 00:00,14.92,735.73,9.7,34.94,44.36,74.44,163.7,41.28,29,24.24,65.36
14-03-2017 00:00,14-03-2017 08:00,8,736.6,49.05,31.22,94.81,6.32,178.7,76.31,24.57,14.28,72.08
14-03-2017 08:00,14-03-2017 16:00,22.21,733.05,9.21,33.34,42.27,174.1,205.9,25.52,25.46,365.24,65.12
14-03-2017 16:00,15-03-2017 00:00,16.61,735.56,80.71,65.06,168.2,47.26,236.24,41.88,29.64,24.7,90.97
15-03-2017 00:00,15-03-2017 08:00,10.44,736.47,40.75,42.85,93.82,5.25,259.42,69.52,24.79,14.57,106.21
15-03-2017 08:00,15-03-2017 16:00,23.8,732.91,5.15,23.27,27.76,155.74,256.97,28.86,26.26,363.75,93.76
15-03-2017 16:00,16-03-2017 00:00,18.47,735.31,75.23,54.49,151.28,43.15,238.15,42.47,31.77,27.52,92.66
16-03-2017 00:00,16-03-2017 08:00,12.8,736.23,81.28,34.02,141.36,5.62,319.36,66.38,33.79,16.03,135.13
16-03-2017 08:00,16-03-2017 16:00,27.02,733.35,5.16,28.63,32.55,104.81,276.79,23.26,24.14,333.35,96.78
16-03-2017 16:00,17-03-2017 00:00,20.72,735.14,9.65,41.56,50.2,56.9,248.2,40.07,33.9,23.86,98.38
17-03-2017 00:00,17-03-2017 08:00,12.86,735.9,30.91,31.65,70.4,1.32,283.49,73.7,34.92,16.79,106.74
17-03-2017 08:00,17-03-2017 16:00,23.6,733.52,4.42,21.33,24.82,108.22,286.98,36.84,24.49,363.82,96.36
17-03-2017 16:00,18-03-2017 00:00,20.1,735.24,4.63,41.2,43.04,66.99,219.41,47.68,29.91,28.28,84.34
18-03-2017 00:00,18-03-2017 08:00,13.57,736.09,11.89,51,61.67,19.57,217.46,66.3,28.68,16.48,79.12
18-03-2017 08:00,18-03-2017 16:00,25.87,733.59,2.25,23.23,23.76,160.4,230.57,28.86,24.45,354.65,80.38
18-03-2017 16:00,19-03-2017 00:00,20.81,735.28,80.84,58.58,162.61,54.65,311.69,39.16,36.16,28.3,122.99
19-03-2017 00:00,19-03-2017 08:00,14.46,736,109.86,63.12,206.26,6.89,287.15,64.73,27.87,13.43,112.65
19-03-2017 08:00,19-03-2017 16:00,25.61,734.25,4.78,27.21,30.78,166.25,215.9,36.2,19.27,328.86,64.75
19-03-2017 16:00,20-03-2017 00:00,20.97,735.28,64.89,69.73,150.74,59.41,305.18,44.17,34.46,28.88,119.63
20-03-2017 00:00,20-03-2017 08:00,14.33,735.98,41.21,56.18,106.33,8.78,320.87,69.47,32.18,16.67,131.04
20-03-2017 08:00,20-03-2017 16:00,26.35,734.17,2.78,23.83,25.03,164.25,271.91,32.35,23.4,359.6,91.22
20-03-2017 16:00,21-03-2017 00:00,21.69,735.22,20.66,57.76,79.66,71.94,284.21,41.39,37.61,29.48,118.89
21-03-2017 00:00,21-03-2017 08:00,15.64,735.97,13.89,57.19,69.93,19.25,336.51,58.28,39.73,16.99,145.91
21-03-2017 08:00,21-03-2017 16:00,29.45,734.71,2.35,22.65,23.39,174.37,222.71,24.5,24.54,353.92,72.12
21-03-2017 16:00,22-03-2017 00:00,23.69,734.95,111.72,58.66,204.85,48.92,376.14,42.38,37.41,28.48,141.91
22-03-2017 00:00,22-03-2017 08:00,17.34,735.94,69.5,51.11,140.46,7.51,340.91,61.38,27.84,17.9,140.05
22-03-2017 08:00,22-03-2017 16:00,27.77,734.72,7.22,39.88,45.39,95.3,301.33,30.69,24.1,307.61,110.75
22-03-2017 16:00,23-03-2017 00:00, , , , , , , , , , , 
23-03-2017 00:00,23-03-2017 08:00, , , , , , , , , , , 
23-03-2017 08:00,23-03-2017 16:00, , , , , , , , , , , 
23-03-2017 16:00,24-03-2017 00:00, , , , , , , , , , , 
24-03-2017 00:00,24-03-2017 08:00, , , , , , , , , , , 
24-03-2017 08:00,24-03-2017 16:00, , , , , , , , , , , 
24-03-2017 16:00,25-03-2017 00:00, , , , , , , , , , , 
25-03-2017 00:00,25-03-2017 08:00, , , , , , , , , , , 
25-03-2017 08:00,25-03-2017 16:00, , , , , , , , , , , 
25-03-2017 16:00,26-03-2017 00:00, , , , , , , , , , , 
26-03-2017 00:00,26-03-2017 08:00, , , , , , , , , , , 
26-03-2017 08:00,26-03-2017 16:00, , , , , , , , , , , 
26-03-2017 16:00,27-03-2017 00:00, , , , , , , , , , , 
27-03-2017 00:00,27-03-2017 08:00, , , , , , , , , , , 
27-03-2017 08:00,27-03-2017 16:00, , , , , , , , , , , 
27-03-2017 16:00,28-03-2017 00:00, , , , , , , , , , , 
28-03-2017 00:00,28-03-2017 08:00, , , , , , , , , , , 
28-03-2017 08:00,28-03-2017 16:00, , , , , , , , , , , 
28-03-2017 16:00,29-03-2017 00:00, , , , , , , , , , , 
29-03-2017 00:00,29-03-2017 08:00, , , , , , , , , , , 
29-03-2017 08:00,29-03-2017 16:00, , , , , , , , , , , 
29-03-2017 16:00,30-03-2017 00:00, , , , , , , , , , , 
30-03-2017 00:00,30-03-2017 08:00, , , , , , , , , , , 
30-03-2017 08:00,30-03-2017 16:00, , , , , , , , , , , 
30-03-2017 16:00,31-03-2017 00:00, , , , , , , , , , , 
31-03-2017 00:00,31-03-2017 08:00, , , , , , , , , , , 
31-03-2017 08:00,31-03-2017 16:00, , , , , , , , , , , 
31-03-2017 16:00,01-04-2017 00:00, , , , , , , , , , , 
01-04-2017 00:00,01-04-2017 08:00, , , , , , , , , , , 
01-04-2017 08:00,01-04-2017 16:00, , , , , , , , , , , 
01-04-2017 16:00,02-04-2017 00:00, , , , , , , , , , , 
02-04-2017 00:00,02-04-2017 08:00, , , , , , , , , , , 
02-04-2017 08:00,02-04-2017 16:00, , , , , , , , , , , 
02-04-2017 16:00,03-04-2017 00:00, , , , , , , , , , , 
03-04-2017 00:00,03-04-2017 08:00, , , , , , , , , , , 
03-04-2017 08:00,03-04-2017 16:00, , , , , , , , , , , 
03-04-2017 16:00,04-04-2017 00:00, , , , , , , , , , , 
04-04-2017 00:00,04-04-2017 08:00, , , , , , , , , , , 
04-04-2017 08:00,04-04-2017 16:00, , , , , , , , , , , 
04-04-2017 16:00,05-04-2017 00:00, , , , , , , , , , , 
05-04-2017 00:00,05-04-2017 08:00, , , , , , , , , , , 
05-04-2017 08:00,05-04-2017 16:00, , , , , , , , , , , 
05-04-2017 16:00,06-04-2017 00:00, , , , , , , , , , , 
06-04-2017 00:00,06-04-2017 08:00, , , , , , , , , , , 
06-04-2017 08:00,06-04-2017 16:00, , , , , , , , , , , 
06-04-2017 16:00,07-04-2017 00:00, , , , , , , , , , , 
07-04-2017 00:00,07-04-2017 08:00, , , , , , , , , , , 
07-04-2017 08:00,07-04-2017 16:00, , , , , , , , , , , 
07-04-2017 16:00,08-04-2017 00:00, , , , , , , , , , , 
08-04-2017 00:00,08-04-2017 08:00, , , , , , , , , , , 
08-04-2017 08:00,08-04-2017 16:00, , , , , , , , , , , 
08-04-2017 16:00,09-04-2017 00:00, , , , , , , , , , , 
09-04-2017 00:00,09-04-2017 08:00, , , , , , , , , , , 
09-04-2017 08:00,09-04-2017 16:00, , , , , , , , , , , 
09-04-2017 16:00,10-04-2017 00:00, , , , , , , , , , , 
10-04-2017 00:00,10-04-2017 08:00, , , , , , , , , , , 
10-04-2017 08:00,10-04-2017 16:00, , , , , , , , , , , 
10-04-2017 16:00,11-04-2017 00:00, , , , , , , , , , , 
11-04-2017 00:00,11-04-2017 08:00, , , , , , , , , , , 
11-04-2017 08:00,11-04-2017 16:00, , , , , , , , , , , 
11-04-2017 16:00,12-04-2017 00:00,29.69,732.93,0.84,28.11,26.18,14.21,233.93,21.77,44.31,18.2,82.15
12-04-2017 00:00,12-04-2017 08:00,22.06,732.6,2.23,20.41,21.23,17.26,204.59,33.78,53.9,30.48,114.77
12-04-2017 08:00,12-04-2017 16:00,35.21,734.04,1.74,16.76,17.3,70.49,260.75,20.26,38.4,363.72,140.67
12-04-2017 16:00,13-04-2017 00:00,29.28,733.25,82.08,35.55,143.77,26.68,310.47,29.44,49.11,29.15,105.34
13-04-2017 00:00,13-04-2017 08:00,21.31,731.6,104.01,33.66,172.03,6.38,334.76,41.45,43.78,31.01,189.75
13-04-2017 08:00,13-04-2017 16:00,37.4,733.05,3.41,21.63,23.9,103.02,303.51,10.82,42.44,363.63,148.79
13-04-2017 16:00,14-04-2017 00:00,28.42,733.04,144.1,45.73,237.54,33.77,356.85,27.27,45.45,28.17,144.04
14-04-2017 00:00,14-04-2017 08:00,20.79,731.52,105.54,42.68,182.14,6.76,331.73,44.27,36.52,27.19,177.43
14-04-2017 08:00,14-04-2017 16:00,37.77,732.96,1.29,22.75,22.04,144.66,300.68,13.18,44.17,349.83,173.33
14-04-2017 16:00,15-04-2017 00:00,29.62,733.05,98.03,58.48,185.97,47.05,432,31.97,54.02,29.02,204.72
15-04-2017 00:00,15-04-2017 08:00,22.46,731.75,96.58,49.78,176.26,7.46,401.06,53.06,36.44,29.31,216.78
15-04-2017 08:00,15-04-2017 16:00,39.04,733.6,1.16,20.24,19.59,138.02,318.64,12.81,32,352.54,161.12
15-04-2017 16:00,16-04-2017 00:00,31.15,733.29,51.25,48.32,113.03,35.49,323.08,18.35,46.96,25.03,188.09
16-04-2017 00:00,16-04-2017 08:00,22.8,731.64,61.22,43.19,122.1,7.1,340.58,37.34,54.85,30.84,180.66
16-04-2017 08:00,16-04-2017 16:00,37.96,733.07,2.21,33.73,33.04, ,332.29,15.01,68.07,345.25,185.73
16-04-2017 16:00,17-04-2017 00:00,30.56,733.09,66.95,62.36,146.97,35.41,406.73,32.59,51.31,25.6,173.31
17-04-2017 00:00,17-04-2017 08:00,24.67,732.14,9.72,30.11,40.1,39.42,318.76,47.03,27.63,27.92,150.78
17-04-2017 08:00,17-04-2017 16:00,37.04,733,1.02,23.71,22.51,171.28,348.08,23.61,39.64,347.27,148.79
17-04-2017 16:00,18-04-2017 00:00,31.66,733.08,95.93,68.51,192.05,46.12,464.55,34.71,52.53,26.63,165.32
18-04-2017 00:00,18-04-2017 08:00,25,732.68,18.94,43,64.18,6.92,356.93,56.11,34.44,26.59,168.62
18-04-2017 08:00,18-04-2017 16:00,39.09,733.35,2.34,28.33,28.42,170.04,426.72,14.24,49.39,341.98,232.74
18-04-2017 16:00,19-04-2017 00:00,33.97,732.9,37.9,42.2,89.36,34.56,339.57,15.06,42.54,29.81,143.39
19-04-2017 00:00,19-04-2017 08:00,27.5,732.1,26.29,32.5,64.86,7.13,294.53,22.73,57.68,33.56,152.66
19-04-2017 08:00,19-04-2017 16:00,40.33,733.01,1.53,17.56,17.71,78.71,319.29,9.36,31.82,354.02,117.24
19-04-2017 16:00,20-04-2017 00:00,32.4,732.93,110.58,53.16,198.38,8.72,374.87,24.98,46.49,27.14,157.5
20-04-2017 00:00,20-04-2017 08:00,27.2,732.07,55.18,40.04,111.03,7.77,259.27,28.1,42.18,31.17,133.04
20-04-2017 08:00,20-04-2017 16:00,25.54, ,6.02,33.98,38.52,58.19,253.08,16,52.54,235.88,115.75
20-04-2017 16:00,21-04-2017 00:00,33.93,732.59,102.12,48.35,182.56,32.18,398.88,29.44,44.83,26.02,151.07
21-04-2017 00:00,21-04-2017 08:00,27.97,732.17,3.13,26.5,27.87,27.17,395.95,47.4,40.36,26.4,176.02
21-04-2017 08:00,21-04-2017 16:00,35.81,732.67,1.34,23.28,22.57,139.36,430.79,33.5,40.98,340.68,164.75
21-04-2017 16:00,22-04-2017 00:00,39.22,732.5,0.3,23.35,21.23, ,555,24.67,46.93,170.33,218
22-04-2017 00:00,22-04-2017 08:00, , , , , , , , , , , 
22-04-2017 08:00,22-04-2017 16:00, , , , , , , , , , , 
22-04-2017 16:00,23-04-2017 00:00, , , , , , , , , , , 
23-04-2017 00:00,23-04-2017 08:00, , , , , , , , , , , 
23-04-2017 08:00,23-04-2017 16:00, , , , , , , , , , , 
23-04-2017 16:00,24-04-2017 00:00,31.9,732.37,35.22,38.66,82.54, ,293.64,26,37.78,19.4,121.55
24-04-2017 00:00,24-04-2017 08:00,25.46,731.7,21.12,22.41,48.8, ,287.95,38.09,32.23,29.46,116.45
24-04-2017 08:00,24-04-2017 16:00,34.97,732.58,1.36,15.83,15.96,142.2,222.56,22.96,29.78,357.92,85.14
24-04-2017 16:00,25-04-2017 00:00,31.22,732.71,4.64,37.54,39.76,56.9,221.27,22.97,35.31,30.6,95.86
25-04-2017 00:00,25-04-2017 08:00,24.8,731.68,2.09,32.06,31.39,48.34,177.26,34.5,56.51,37.14,83.05
25-04-2017 08:00,25-04-2017 16:00,35.15,732.69,0.97,18.48,17.8,186.03,436.68,18.06,38.27,361.92,155.15
25-04-2017 16:00,26-04-2017 00:00,29.5,732.2,14.47,36.66,52.45,78.12,249.15,27.15,31.79,30.91,113.95
26-04-2017 00:00,26-04-2017 08:00,23.46,731.19,4.73,25.8,29.43,49.8,99.1,39.01,31.6,38.41,52.11
26-04-2017 08:00,26-04-2017 16:00,35.16,732.88,1.06,18.17,17.63,167.93,162.39,17.8,31.78,348.38,73.76
26-04-2017 16:00,27-04-2017 00:00,29.31,732.52,2.93,28.6,29.49,77.29,140.99,20.16,29.59,28.33,60.62
27-04-2017 00:00,27-04-2017 08:00,22.98,731.28,32.69,32.96,74.02,18.1,156.26,38.57,37.42,7.53,69.33
27-04-2017 08:00,27-04-2017 16:00,34.36,732.24,8.06,25.64,33.85,156.49,216.75,20.03,36.46,312.18,83.09
27-04-2017 16:00,28-04-2017 00:00,30.9,732.47,1.86,27.75,27.25,73.38,283.85,21.32,27.19,30.65,94.6
28-04-2017 00:00,28-04-2017 08:00,24.29,731.22,29.59,33.44,70.21,8.57,161.77,36.84,41.81,29.71,28.76
28-04-2017 08:00,28-04-2017 16:00,35.51,732.21,1.16,16.77,16.51,173.61,259.7,18.23,31.74,332.9, 
28-04-2017 16:00,29-04-2017 00:00,29.08,731.9,2.61,33.77,33.65,49.09,169.67,26.74,34.56,26.88, 
29-04-2017 00:00,29-04-2017 08:00,24.41,731.22,21.19,33.76,59.02,15.98,136.22,37.3,45.68,34.82, 
29-04-2017 08:00,29-04-2017 16:00,35.92,732.01,3.48,33.3,34.41, ,287.3,19.3,45.3,321.7,94.15
29-04-2017 16:00,30-04-2017 00:00,28.11,731.6,73.89,49.42,144.95,42.59,321.57,30.85,58.09,29.77,125.99
30-04-2017 00:00,30-04-2017 08:00,23.99,731.24,3.15,27.29,28.61,20.45,231.31,39.47,46.37,16.23,103.06
30-04-2017 08:00,30-04-2017 16:00,33.08,732.27,1.21,17.68,17.38,193.96,179.38,24.33,36.77,360.49,78.19
30-04-2017 16:00,01-05-2017 00:00,30.5,732.69,5.07,47.09,48.89,57.99,196.36,29.27,44.23,31.68,84.75
01-05-2017 00:00,01-05-2017 08:00,24.23,732.14,7.25,27.01,33.96,24.64,164.76,38.91,63.74,38.66,79.04
01-05-2017 08:00,01-05-2017 16:00,35.72,732.75,2.55,24.06,24.9,157.08,140.86,15.77,47.24,368.38,68.95
01-05-2017 16:00,02-05-2017 00:00,28.34,732.82,119.3,60.16,216.53,45.67,328.63,28.72,52.04,27.47,132.13
02-05-2017 00:00,02-05-2017 08:00,22.47,732,129.36,50.71,221.85,7.02,224.18,45.93,34.16,36.9,114.32
02-05-2017 08:00,02-05-2017 16:00,38.09,732.86,10.14,41.38,50.7, ,216.65,11.74,35.63,351.05,102.7
02-05-2017 16:00,03-05-2017 00:00,30.38,732.98,137.45,82.63,261.33,43.92,377.55,27.44,57,29.74,155.74
03-05-2017 00:00,03-05-2017 08:00,24.49,732.19,65.92,60.01,143.45,7.29,322.85,43.25,68.37,26.1,165.03
03-05-2017 08:00,03-05-2017 16:00,34.54,732.63,5.3,41.06,43.83,110.18,357.04,19.07,52.88,232.15,160.49
03-05-2017 16:00,04-05-2017 00:00,29.68,732.53,6.91,41.88,46.77,36.58,289.58,26.85,40.7,29.31,106.73
04-05-2017 00:00,04-05-2017 08:00,23.4,731.92,12.35,28.48,42.24,18.82,156.59,52.01,31.28,36.45,67
04-05-2017 08:00,04-05-2017 16:00,34.8,732.82,1.51,17.98,18.09,172.07,459.02,20.88,31.08,362.09,176.56
04-05-2017 16:00,05-05-2017 00:00,31.59,732.75,9.83,51.29,59.11,74.79,243.16,20.53,43.54,28.46,121.34
05-05-2017 00:00,05-05-2017 08:00,24.4,731.62,14.4,54.91,68.6,14.23,617.25,42.63,47.73,35.48,284.2
05-05-2017 08:00,05-05-2017 16:00,37.28,732.72,0.69,22.86,21.31, ,406.27,16.54,48.63,356.12,190.03
05-05-2017 16:00,06-05-2017 00:00,31.28,733.12,111.37,55.46,201.5,75.09,325.38,26.73,50.79,30.33,143.14
06-05-2017 00:00,06-05-2017 08:00,24.55,732.21,164.85,59.84,278.45,9.61,332.99,46.74,37.38,35.14,166.54
06-05-2017 08:00,06-05-2017 16:00,39.46,733.14,1.75,26.07,25.58, ,252.09,14.05,48.47,348.13,137.85
06-05-2017 16:00,07-05-2017 00:00,32.2,732.78,137.04,78.14,256.78,61.45,379.86,31.12,58.99,31.41,168.55
07-05-2017 00:00,07-05-2017 08:00,25.58,732.26,151.77,60.59,261.27,16.94,338.42,45.74,46.65,33.04,180.69
07-05-2017 08:00,07-05-2017 16:00,41.18,732.66,1.48,25.92,25.13, ,239.55,12.66,50.69,345.07,131.42
07-05-2017 16:00,08-05-2017 00:00,33.65,732.62,131.92,62.19,235.57,59.79,407.02,28.21,56.08,31.11,164.95
08-05-2017 00:00,08-05-2017 08:00,29.49,732.29,28.11,39.8,73.87,11.05,299.34,27.25,38.43,32.27,127.85
08-05-2017 08:00,08-05-2017 16:00,39.73,733.16,1.76,34.39,33.04, ,357.88,16.94,66.61,330.25,185.6
08-05-2017 16:00,09-05-2017 00:00,34.25,733.2,36.44,78.4,119.62,84.02,594.28,29,49.38,27.88,246.12
09-05-2017 00:00,09-05-2017 08:00,28.43,732.38,6.83,28.93,35.1,21.29,247.15,34.88,37.2,35.23,89.78
09-05-2017 08:00,09-05-2017 16:00,38.95,732.67,0.74,15.84,15.12,166.76,304.1,19.59,34.74,346.15,113.21
09-05-2017 16:00,10-05-2017 00:00,34.37,732.57,2.85,44.29,43.31,72.56,293.49,30.62,47.14,26.7,108.58
10-05-2017 00:00,10-05-2017 08:00,27.65,732.31,0.51,16.51,15.4,70.8,155.68,48.01,42.78,36.07,68.12
10-05-2017 08:00,10-05-2017 16:00,35.19,733.34,0.55,15.72,14.75,162.19,147.52,32.92,40.32,359.5,93.03
10-05-2017 16:00,11-05-2017 00:00,31.59,732.57,0.31,23.04,20.93,69.33,185.28,33.68,36.9,28.49,98.3
11-05-2017 00:00,11-05-2017 08:00,27.74,732.16,6.41,30.26,35.72,22.79,163.43,41.86,40.28,33.32,72.67
11-05-2017 08:00,11-05-2017 16:00,37.81,732.56,2.35,28.23,28.35,171.76,197.34,26.65,61.12,354.7,97.39
11-05-2017 16:00,12-05-2017 00:00,33.67,732.32,39.14,59.77,106.7,82.28,344.3,29.12,49.14,32.38,145.25
12-05-2017 00:00,12-05-2017 08:00,29.17,732.03,3.31,27.31,28.84,31.22,712.28,36.5,40.27,23.19,292.21
12-05-2017 08:00,12-05-2017 16:00,38.16,732.5,1.46,28.77,27.61, ,562.97,24.06,55.24,317.89,244.55
12-05-2017 16:00,13-05-2017 00:00,32.42,732.04,47.28,63.79,121.4,59.68,356.67,35.53,56.37,35.73,159.16
13-05-2017 00:00,13-05-2017 08:00,27.7,731.83,51.24,58.04,121.69,19.41,341.76,49.22,62.31,32.56,171.88
13-05-2017 08:00,13-05-2017 16:00,39.87,732.72,1.05,23.02,21.95,199.23,249.04,19.34,49.14,342.69,142.88
13-05-2017 16:00,14-05-2017 00:00,34.84,732.22,33.2,53.74,93.22,63.28,220.17,23.86,44.86,31.46,130.82
14-05-2017 00:00,14-05-2017 08:00,28.99,732.06,23.34,43.92,70.99,13.46,291.61,35.11,52.28,38.03,143.6
14-05-2017 08:00,14-05-2017 16:00,41.39,732.44,0.97,19.09,18.32,180.6,216.65,14.5,42.96,340.35,105.21
14-05-2017 16:00,15-05-2017 00:00,34.79,732.3,51.35,45.66,110.82,58.7,258.42,24.65,48.3,30.52,104.08
15-05-2017 00:00,15-05-2017 08:00,29.3,731.99,48.4,40.5,102.2,11.31,305.48,33.01,38.8,41.76,142.55
15-05-2017 08:00,15-05-2017 16:00,41.3,732.52,1.05,15.18,14.95,112.97,241.83,11.53,29.72,356.93,77.64
15-05-2017 16:00,16-05-2017 00:00,34.92,732.32,89.62,52.65,169.33,43.72,262.27,22.39,50.74,29.95,105.1
16-05-2017 00:00,16-05-2017 08:00,30.18,731.92,3.99,27.55,29.98,41.43,385.81,29.54,43.63,30.38,162.22
16-05-2017 08:00,16-05-2017 16:00,37.78,732.28,0.82,18.4,17.48,131.3,388.75,22.34,36.76,346.66,181.63
16-05-2017 16:00,17-05-2017 00:00,34.99,732.32,3.37,33.8,34.72,113.73,224.85,23.99,36.71,30.04,83.37
17-05-2017 00:00,17-05-2017 08:00,26.59,731.8,0.55,20.46,18.96, ,131.49,41.1,28.08,14.24,48.08
17-05-2017 08:00,17-05-2017 16:00,32.11,732.03,2.44,26.2,26.68, ,214.8,32.86,34.78,278.88,80.65
17-05-2017 16:00,18-05-2017 00:00,31.18,731.83,1.98,39.76,38.1, , ,34.56,45.57,32.04,92.42
18-05-2017 00:00,18-05-2017 08:00,26.76,731.83,2.25,31.6,31.22, , ,45.22,60.6,41.52,88.18
18-05-2017 08:00,18-05-2017 16:00,36.57,732.08,0.33,15.07,13.86, , ,24.44,38.2,305.26,82.98
18-05-2017 16:00,19-05-2017 00:00,33.24,732.07,10.84,63.03,70.98,50.24,260.78,31.8,62.83,30.45,120.89
19-05-2017 00:00,19-05-2017 08:00,28.14,732.13,5.7,34.93,38.88,45.13,216.79,46.72,54.8,24.95,110.58
19-05-2017 08:00,19-05-2017 16:00,36.88,732.79,2.5,21.77,22.75,140.39,115.23,23.97,27.56,306.95,68.92
19-05-2017 16:00,20-05-2017 00:00,29.18,732.41,5.41,31.34,35.3,47.01,261.95,34.21,31.18,20.68,87.05
20-05-2017 00:00,20-05-2017 08:00,28.02,731.99,2.53,24.43,25.23,43.68,329.04,35.11,27.07,48.02,113.44
20-05-2017 08:00,20-05-2017 16:00,34.42,732.51,1.51,23.23,22.72,139.41,275.85,26.14,36.73,285.57,116.53
20-05-2017 16:00,21-05-2017 00:00,31.06,732.26,73.15,54.24,148.23,62.28,313.96,33.95,39.91,33.05,123.22
21-05-2017 00:00,21-05-2017 08:00,26.55,731.97,63.6,42.65,124.84,15.98,379.43,43.46,36.72,32.24,154.46
21-05-2017 08:00,21-05-2017 16:00,36.25,732.59,0.51,15.01,14.07,145.92,650.72,25.15,32.84,348.81,237.85
21-05-2017 16:00,22-05-2017 00:00,24.93,731.96,10.65,34.95,45.68,127.69,250.18,59.32,33.34,14.06,107.6
22-05-2017 00:00,22-05-2017 08:00,23.2,731.86,6.44,29.06,34.68, ,176.06,58.66,34.37,15.79,88.67
22-05-2017 08:00,22-05-2017 16:00,25.2,731.95,13.02,36.81,50.58, ,358.52,51.82,32.98,106.71,140.83
22-05-2017 16:00,23-05-2017 00:00,24.07,732.04,55.56,52.6,122.71, ,428.61,58.4,36.08,16.67,178.68
23-05-2017 00:00,23-05-2017 08:00,23.19,732.18,38.54,50.25,97.49, ,310.7,61.04,55.46,45.41,147.58
23-05-2017 08:00,23-05-2017 16:00,36.73,732.55,3.61,30.46,31.56, ,187.72,25.21,40.73,344.25,94.23
23-05-2017 16:00,24-05-2017 00:00,31.2,732.39,63.39,61.44,141.29, ,212.5,38.58,40.24,33.67,100.54
24-05-2017 00:00,24-05-2017 08:00,26.2,732.26,18.74,48.82,69.09, ,233.67,55.96,37.22,37.11,127.78
24-05-2017 08:00,24-05-2017 16:00,37.46,732.49,1.27,28.72,27.32, ,205.73,26.55,43.9,348.02,105.22
24-05-2017 16:00,25-05-2017 00:00,34.07,732.33,8.86,61.91,67.26, ,221.12,31.78,42.23,35.46,99.41
25-05-2017 00:00,25-05-2017 08:00,28.88,732.08,4.42,31.77,34.33, ,146.29,36.23,28.42,29.34,60.5
25-05-2017 08:00,25-05-2017 16:00,39.53,732.83,1.12,27.76,26.24, ,190.8,22.03,48.38,344.3,104
25-05-2017 16:00,26-05-2017 00:00,33.83,732.02,37.54,74.44,117.58,74.7,278.82,34.43,49.98,32.35,130.12
26-05-2017 00:00,26-05-2017 08:00,29.34,732.11,4.9,48.92,50.26,21.34,222.08,44.01,46.61,37.78,123.27
26-05-2017 08:00,26-05-2017 16:00,41.87,732.26,0.66,21.29,19.85,197.2,193.52,18.67,38.93,347,94.86
26-05-2017 16:00,27-05-2017 00:00,36,731.82,4.77,48.85,50.02,103.08,232.32,24.62,37.9,30.55,118.69
27-05-2017 00:00,27-05-2017 08:00,28.56,731.84,0.14,18.28,16.47,103.15,258.94,39.21,42.34,39.16,95.59
27-05-2017 08:00,27-05-2017 16:00,35.87,732.44,0.79,20.86,19.66,144.31,268.11,35.45,46.44,365.32,99.37
27-05-2017 16:00,28-05-2017 00:00,32.66,731.98,0.82,26.66,24.86,115.39,232.75,39.72,36.25,35.84,85.02
28-05-2017 00:00,28-05-2017 08:00,25.38,731.98,0.46,14.28,13.33,77.76,96.01,62.3,38.77,25.33,47.01
28-05-2017 08:00,28-05-2017 16:00,31.47,732.19,1.28,18.27,18.04,105.78,67.43,44.48,33.31,374.3,42.97
28-05-2017 16:00,29-05-2017 00:00,30.29,732.03,1.03,29.46,27.66,98.38,95.27,45.91,30.96,38.28,51.82
29-05-2017 00:00,29-05-2017 08:00,23.69,732.06,0.25,13.21,12.11,73.14,63.29,66.79,27.04,7.44,41.42
29-05-2017 08:00,29-05-2017 16:00,27.86,731.96,3.21,30.36,31.45,66.58,95.56,55.49,29.03,329.95,57.77
29-05-2017 16:00,30-05-2017 00:00,27.5,732.03,3.63,43.9,44.07,36.43,110.03,55.75,32.64,35.17,63.12
30-05-2017 00:00,30-05-2017 08:00,24.49,732.02,2.39,29.87,29.89, ,114.76,68.4,32.35,45.35,72.32
30-05-2017 08:00,30-05-2017 16:00,34.72,732.57,3.24,26.88,28.4,166.6,80.68,35.47,48.14,369.41,89.15
30-05-2017 16:00,31-05-2017 00:00,31.14,732.21,4.29,66.88,65.44,117.04,107.27,41.59,36.93,38.51,58.65
31-05-2017 00:00,31-05-2017 08:00,25.91,731.89,3.89,28.65,30.85,81.74,67.5,59.41,35.67,46.66,46.69
31-05-2017 08:00,31-05-2017 16:00,27.57,732.03,7.38,58.27,62.03,9.67,101.57,62.07,40.45,229.43,53.75
31-05-2017 16:00,01-06-2017 00:00,25.36,732.79,42.71,106.33,153.14,8.24,136.36,65.53,40.26,33.11,84.08
01-06-2017 00:00,01-06-2017 08:00,23.9,732.77,27.27,69.1,98.8,10.4,128.93,73.67,31.38,41.1,81.82
01-06-2017 08:00,01-06-2017 16:00,34.69,733.52,5.28,53.38,54.78,54.91,153.92,36.17,43.13,360.4,108.2
