From Date,To Date,AT,BP,NO,NO2,NOx,Ozone,PM10,RH,SO2,SR,PM2.5
01-01-2015 00:00,01-01-2015 08:00,,,,,,,,,,,
01-01-2015 08:00,01-01-2015 16:00,,,,,,,,,,,
01-01-2015 16:00,02-01-2015 00:00,,,,,,,,,,,
02-01-2015 00:00,02-01-2015 08:00,,,,,,,,,,,
02-01-2015 08:00,02-01-2015 16:00,,,,,,,,,,,
02-01-2015 16:00,03-01-2015 00:00,,,,,,,,,,,
03-01-2015 00:00,03-01-2015 08:00,,,,,,,,,,,
03-01-2015 08:00,03-01-2015 16:00,,,,,,,,,,,
03-01-2015 16:00,04-01-2015 00:00,,,,,,,,,,,
04-01-2015 00:00,04-01-2015 08:00,,,,,,,,,,,
04-01-2015 08:00,04-01-2015 16:00,,,,,,,,,,,
04-01-2015 16:00,05-01-2015 00:00,,,,,,,,,,,
05-01-2015 00:00,05-01-2015 08:00,,,,,,,,,,,
05-01-2015 08:00,05-01-2015 16:00,,,,,,,,,,,
05-01-2015 16:00,06-01-2015 00:00,,,,,,,,,,,
06-01-2015 00:00,06-01-2015 08:00,,,,,,,,,,,
06-01-2015 08:00,06-01-2015 16:00,,,,,,,,,,,
06-01-2015 16:00,07-01-2015 00:00,,,,,,,,,,,
07-01-2015 00:00,07-01-2015 08:00,,,,,,,,,,,
07-01-2015 08:00,07-01-2015 16:00,,,,,,,,,,,
07-01-2015 16:00,08-01-2015 00:00,,,,,,,,,,,
08-01-2015 00:00,08-01-2015 08:00,,,,,,,,,,,
08-01-2015 08:00,08-01-2015 16:00,,,,,,,,,,,
08-01-2015 16:00,09-01-2015 00:00,,,,,,,,,,,
09-01-2015 00:00,09-01-2015 08:00,,,,,,,,,,,
09-01-2015 08:00,09-01-2015 16:00,,,,,,,,,,,
09-01-2015 16:00,10-01-2015 00:00,,,,,,,,,,,
10-01-2015 00:00,10-01-2015 08:00,,,,,,,,,,,
10-01-2015 08:00,10-01-2015 16:00,,,,,,,,,,,
10-01-2015 16:00,11-01-2015 00:00,,,,,,,,,,,
11-01-2015 00:00,11-01-2015 08:00,,,,,,,,,,,
11-01-2015 08:00,11-01-2015 16:00,,,,,,,,,,,
11-01-2015 16:00,12-01-2015 00:00,,,,,,,,,,,
12-01-2015 00:00,12-01-2015 08:00,,,,,,,,,,,
12-01-2015 08:00,12-01-2015 16:00,,,,,,,,,,,
12-01-2015 16:00,13-01-2015 00:00,,,,,,,,,,,
13-01-2015 00:00,13-01-2015 08:00,,,,,,,,,,,
13-01-2015 08:00,13-01-2015 16:00,,,,,,,,,,,
13-01-2015 16:00,14-01-2015 00:00,,,,,,,,,,,
14-01-2015 00:00,14-01-2015 08:00,,,,,,,,,,,
14-01-2015 08:00,14-01-2015 16:00,,,,,,,,,,,
14-01-2015 16:00,15-01-2015 00:00,,,,,,,,,,,
15-01-2015 00:00,15-01-2015 08:00,,,,,,,,,,,
15-01-2015 08:00,15-01-2015 16:00,,,,,,,,,,,
15-01-2015 16:00,16-01-2015 00:00,,,,,,,,,,,
16-01-2015 00:00,16-01-2015 08:00,,,,,,,,,,,
16-01-2015 08:00,16-01-2015 16:00,,,,,,,,,,,
16-01-2015 16:00,17-01-2015 00:00,,,,,,,,,,,
17-01-2015 00:00,17-01-2015 08:00,,,,,,,,,,,
17-01-2015 08:00,17-01-2015 16:00,,,,,,,,,,,
17-01-2015 16:00,18-01-2015 00:00,,,,,,,,,,,
18-01-2015 00:00,18-01-2015 08:00,,,,,,,,,,,
18-01-2015 08:00,18-01-2015 16:00,,,,,,,,,,,
18-01-2015 16:00,19-01-2015 00:00,,,,,,,,,,,
19-01-2015 00:00,19-01-2015 08:00,,,,,,,,,,,
19-01-2015 08:00,19-01-2015 16:00,,,,,,,,,,,
19-01-2015 16:00,20-01-2015 00:00,,,,,,,,,,,
20-01-2015 00:00,20-01-2015 08:00,,,,,,,,,,,
20-01-2015 08:00,20-01-2015 16:00,,,,,,,,,,,
20-01-2015 16:00,21-01-2015 00:00,,,,,,,,,,,
21-01-2015 00:00,21-01-2015 08:00,,,,,,,,,,,
21-01-2015 08:00,21-01-2015 16:00,,,,,,,,,,,
21-01-2015 16:00,22-01-2015 00:00,,,,,,,,,,,
22-01-2015 00:00,22-01-2015 08:00,,,,,,,,,,,
22-01-2015 08:00,22-01-2015 16:00,,,,,,,,,,,
22-01-2015 16:00,23-01-2015 00:00,,,,,,,,,,,
23-01-2015 00:00,23-01-2015 08:00,,,,,,,,,,,
23-01-2015 08:00,23-01-2015 16:00,,,,,,,,,,,
23-01-2015 16:00,24-01-2015 00:00,,,,,,,,,,,
24-01-2015 00:00,24-01-2015 08:00,,,,,,,,,,,
24-01-2015 08:00,24-01-2015 16:00,,,,,,,,,,,
24-01-2015 16:00,25-01-2015 00:00,,,,,,,,,,,
25-01-2015 00:00,25-01-2015 08:00,,,,,,,,,,,
25-01-2015 08:00,25-01-2015 16:00,,,,,,,,,,,
25-01-2015 16:00,26-01-2015 00:00,,,,,,,,,,,
26-01-2015 00:00,26-01-2015 08:00,,,,,,,,,,,
26-01-2015 08:00,26-01-2015 16:00,,,,,,,,,,,
26-01-2015 16:00,27-01-2015 00:00,,,,,,,,,,,
27-01-2015 00:00,27-01-2015 08:00,,,,,,,,,,,
27-01-2015 08:00,27-01-2015 16:00,,,,,,,,,,,
27-01-2015 16:00,28-01-2015 00:00,,,,,,,,,,,
28-01-2015 00:00,28-01-2015 08:00,,,,,,,,,,,
28-01-2015 08:00,28-01-2015 16:00,,,,,,,,,,,
28-01-2015 16:00,29-01-2015 00:00,,,,,,,,,,,
29-01-2015 00:00,29-01-2015 08:00,,,,,,,,,,,
29-01-2015 08:00,29-01-2015 16:00,,,,,,,,,,,
29-01-2015 16:00,30-01-2015 00:00,,,,,,,,,,,
30-01-2015 00:00,30-01-2015 08:00,,,,,,,,,,,
30-01-2015 08:00,30-01-2015 16:00,,,,,,,,,,,
30-01-2015 16:00,31-01-2015 00:00,,,,,,,,,,,
31-01-2015 00:00,31-01-2015 08:00,,,,,,,,,,,
31-01-2015 08:00,31-01-2015 16:00,,,,,,,,,,,
31-01-2015 16:00,01-02-2015 00:00,,,,,,,,,,,
01-02-2015 00:00,01-02-2015 08:00,,,,,,,,,,,
01-02-2015 08:00,01-02-2015 16:00,,,,,,,,,,,
01-02-2015 16:00,02-02-2015 00:00,,,,,,,,,,,
02-02-2015 00:00,02-02-2015 08:00,,,,,,,,,,,
02-02-2015 08:00,02-02-2015 16:00,,,,,,,,,,,
02-02-2015 16:00,03-02-2015 00:00,,,,,,,,,,,
03-02-2015 00:00,03-02-2015 08:00,,,,,,,,,,,
03-02-2015 08:00,03-02-2015 16:00,,,,,,,,,,,
03-02-2015 16:00,04-02-2015 00:00,,,,,,,,,,,
04-02-2015 00:00,04-02-2015 08:00,,,,,,,,,,,
04-02-2015 08:00,04-02-2015 16:00,,,,,,,,,,,
04-02-2015 16:00,05-02-2015 00:00,,,,,,,,,,,
05-02-2015 00:00,05-02-2015 08:00,,,,,,,,,,,
05-02-2015 08:00,05-02-2015 16:00,,,,,,,,,,,
05-02-2015 16:00,06-02-2015 00:00,,,,,,,,,,,
06-02-2015 00:00,06-02-2015 08:00,,,,,,,,,,,
06-02-2015 08:00,06-02-2015 16:00,,,,,,,,,,,
06-02-2015 16:00,07-02-2015 00:00,,,,,,,,,,,
07-02-2015 00:00,07-02-2015 08:00,,,,,,,,,,,
07-02-2015 08:00,07-02-2015 16:00,,,,,,,,,,,
07-02-2015 16:00,08-02-2015 00:00,,,,,,,,,,,
08-02-2015 00:00,08-02-2015 08:00,,,,,,,,,,,
08-02-2015 08:00,08-02-2015 16:00,,,,,,,,,,,
08-02-2015 16:00,09-02-2015 00:00,,,,,,,,,,,
09-02-2015 00:00,09-02-2015 08:00,,,,,,,,,,,
09-02-2015 08:00,09-02-2015 16:00,,,,,,,,,,,
09-02-2015 16:00,10-02-2015 00:00,,,,,,,,,,,
10-02-2015 00:00,10-02-2015 08:00,,,,,,,,,,,
10-02-2015 08:00,10-02-2015 16:00,,,,,,,,,,,
10-02-2015 16:00,11-02-2015 00:00,,,,,,,,,,,
11-02-2015 00:00,11-02-2015 08:00,,,,,,,,,,,
11-02-2015 08:00,11-02-2015 16:00,,,,,,,,,,,
11-02-2015 16:00,12-02-2015 00:00,,,,,,,,,,,
12-02-2015 00:00,12-02-2015 08:00,,,,,,,,,,,
12-02-2015 08:00,12-02-2015 16:00,,,,,,,,,,,
12-02-2015 16:00,13-02-2015 00:00,,,,,,,,,,,
13-02-2015 00:00,13-02-2015 08:00,,,,,,,,,,,
13-02-2015 08:00,13-02-2015 16:00,,,,,,,,,,,
13-02-2015 16:00,14-02-2015 00:00,,,,,,,,,,,
14-02-2015 00:00,14-02-2015 08:00,,,,,,,,,,,
14-02-2015 08:00,14-02-2015 16:00,,,,,,,,,,,
14-02-2015 16:00,15-02-2015 00:00,,,,,,,,,,,
15-02-2015 00:00,15-02-2015 08:00,,,,,,,,,,,
15-02-2015 08:00,15-02-2015 16:00,,,,,,,,,,,
15-02-2015 16:00,16-02-2015 00:00,,,,,,,,,,,
16-02-2015 00:00,16-02-2015 08:00,,,,,,,,,,,
16-02-2015 08:00,16-02-2015 16:00,,,,,,,,,,,
16-02-2015 16:00,17-02-2015 00:00,,,,,,,,,,,
17-02-2015 00:00,17-02-2015 08:00,,,,,,,,,,,
17-02-2015 08:00,17-02-2015 16:00,,,,,,,,,,,
17-02-2015 16:00,18-02-2015 00:00,,,,,,,,,,,
18-02-2015 00:00,18-02-2015 08:00,,,,,,,,,,,
18-02-2015 08:00,18-02-2015 16:00,,,,,,,,,,,
18-02-2015 16:00,19-02-2015 00:00,,,,,,,,,,,
19-02-2015 00:00,19-02-2015 08:00,,,,,,,,,,,
19-02-2015 08:00,19-02-2015 16:00,,,,,,,,,,,
19-02-2015 16:00,20-02-2015 00:00,,,,,,,,,,,
20-02-2015 00:00,20-02-2015 08:00,,,,,,,,,,,
20-02-2015 08:00,20-02-2015 16:00,,,,,,,,,,,
20-02-2015 16:00,21-02-2015 00:00,,,,,,,,,,,
21-02-2015 00:00,21-02-2015 08:00,,,,,,,,,,,
21-02-2015 08:00,21-02-2015 16:00,,,,,,,,,,,
21-02-2015 16:00,22-02-2015 00:00,,,,,,,,,,,
22-02-2015 00:00,22-02-2015 08:00,,,,,,,,,,,
22-02-2015 08:00,22-02-2015 16:00,,,,,,,,,,,
22-02-2015 16:00,23-02-2015 00:00,,,,,,,,,,,
23-02-2015 00:00,23-02-2015 08:00,,,,,,,,,,,
23-02-2015 08:00,23-02-2015 16:00,,,,,,,,,,,
23-02-2015 16:00,24-02-2015 00:00,,,,,,,,,,,
24-02-2015 00:00,24-02-2015 08:00,,,,,,,,,,,
24-02-2015 08:00,24-02-2015 16:00,,,,,,,,,,,
24-02-2015 16:00,25-02-2015 00:00,,,,,,,,,,,
25-02-2015 00:00,25-02-2015 08:00,,,,,,,,,,,
25-02-2015 08:00,25-02-2015 16:00,,,,,,,,,,,
25-02-2015 16:00,26-02-2015 00:00,,,,,,,,,,,
26-02-2015 00:00,26-02-2015 08:00,,,,,,,,,,,
26-02-2015 08:00,26-02-2015 16:00,,,,,,,,,,,
26-02-2015 16:00,27-02-2015 00:00,,,,,,,,,,,
27-02-2015 00:00,27-02-2015 08:00,,,,,,,,,,,
27-02-2015 08:00,27-02-2015 16:00,,,,,,,,,,,
27-02-2015 16:00,28-02-2015 00:00,,,,,,,,,,,
28-02-2015 00:00,28-02-2015 08:00,,,,,,,,,,,
28-02-2015 08:00,28-02-2015 16:00,,,,,,,,,,,
28-02-2015 16:00,01-03-2015 00:00,,,,,,,,,,,
01-03-2015 00:00,01-03-2015 08:00,,,,,,,,,,,
01-03-2015 08:00,01-03-2015 16:00,,,,,,,,,,,
01-03-2015 16:00,02-03-2015 00:00,,,,,,,,,,,
02-03-2015 00:00,02-03-2015 08:00,,,,,,,,,,,
02-03-2015 08:00,02-03-2015 16:00,,,,,,,,,,,
02-03-2015 16:00,03-03-2015 00:00,,,,,,,,,,,
03-03-2015 00:00,03-03-2015 08:00,,,,,,,,,,,
03-03-2015 08:00,03-03-2015 16:00,,,,,,,,,,,
03-03-2015 16:00,04-03-2015 00:00,,,,,,,,,,,
04-03-2015 00:00,04-03-2015 08:00,,,,,,,,,,,
04-03-2015 08:00,04-03-2015 16:00,,,,,,,,,,,
04-03-2015 16:00,05-03-2015 00:00,,,,,,,,,,,
05-03-2015 00:00,05-03-2015 08:00,,,,,,,,,,,
05-03-2015 08:00,05-03-2015 16:00,,,,,,,,,,,
05-03-2015 16:00,06-03-2015 00:00,,,,,,,,,,,
06-03-2015 00:00,06-03-2015 08:00,,,,,,,,,,,
06-03-2015 08:00,06-03-2015 16:00,,,,,,,,,,,
06-03-2015 16:00,07-03-2015 00:00,,,,,,,,,,,
07-03-2015 00:00,07-03-2015 08:00,,,,,,,,,,,
07-03-2015 08:00,07-03-2015 16:00,,,,,,,,,,,
07-03-2015 16:00,08-03-2015 00:00,,,,,,,,,,,
08-03-2015 00:00,08-03-2015 08:00,,,,,,,,,,,
08-03-2015 08:00,08-03-2015 16:00,,,,,,,,,,,
08-03-2015 16:00,09-03-2015 00:00,,,,,,,,,,,
09-03-2015 00:00,09-03-2015 08:00,,,,,,,,,,,
09-03-2015 08:00,09-03-2015 16:00,,,,,,,,,,,
09-03-2015 16:00,10-03-2015 00:00,,,,,,,,,,,
10-03-2015 00:00,10-03-2015 08:00,,,,,,,,,,,
10-03-2015 08:00,10-03-2015 16:00,,,,,,,,,,,
10-03-2015 16:00,11-03-2015 00:00,,,,,,,,,,,
11-03-2015 00:00,11-03-2015 08:00,,,,,,,,,,,
11-03-2015 08:00,11-03-2015 16:00,,,,,,,,,,,
11-03-2015 16:00,12-03-2015 00:00,,,,,,,,,,,
12-03-2015 00:00,12-03-2015 08:00,,,,,,,,,,,
12-03-2015 08:00,12-03-2015 16:00,,,,,,,,,,,
12-03-2015 16:00,13-03-2015 00:00,,,,,,,,,,,
13-03-2015 00:00,13-03-2015 08:00,,,,,,,,,,,
13-03-2015 08:00,13-03-2015 16:00,,,,,,,,,,,
13-03-2015 16:00,14-03-2015 00:00,,,,,,,,,,,
14-03-2015 00:00,14-03-2015 08:00,,,,,,,,,,,
14-03-2015 08:00,14-03-2015 16:00,,,,,,,,,,,
14-03-2015 16:00,15-03-2015 00:00,,,,,,,,,,,
15-03-2015 00:00,15-03-2015 08:00,,,,,,,,,,,
15-03-2015 08:00,15-03-2015 16:00,,,,,,,,,,,
15-03-2015 16:00,16-03-2015 00:00,,,,,,,,,,,
16-03-2015 00:00,16-03-2015 08:00,,,,,,,,,,,
16-03-2015 08:00,16-03-2015 16:00,,,,,,,,,,,
16-03-2015 16:00,17-03-2015 00:00,,,,,,,,,,,
17-03-2015 00:00,17-03-2015 08:00,,,,,,,,,,,
17-03-2015 08:00,17-03-2015 16:00,,,,,,,,,,,
17-03-2015 16:00,18-03-2015 00:00,,,,,,,,,,,
18-03-2015 00:00,18-03-2015 08:00,,,,,,,,,,,
18-03-2015 08:00,18-03-2015 16:00,,,,,,,,,,,
18-03-2015 16:00,19-03-2015 00:00,,,,,,,,,,,
19-03-2015 00:00,19-03-2015 08:00,,,,,,,,,,,
19-03-2015 08:00,19-03-2015 16:00,,,,,,,,,,,
19-03-2015 16:00,20-03-2015 00:00,,,,,,,,,,,
20-03-2015 00:00,20-03-2015 08:00,,,,,,,,,,,
20-03-2015 08:00,20-03-2015 16:00,,,,,,,,,,,
20-03-2015 16:00,21-03-2015 00:00,,,,,,,,,,,
21-03-2015 00:00,21-03-2015 08:00,,,,,,,,,,,
21-03-2015 08:00,21-03-2015 16:00,,,,,,,,,,,
21-03-2015 16:00,22-03-2015 00:00,,,,,,,,,,,
22-03-2015 00:00,22-03-2015 08:00,,,,,,,,,,,
22-03-2015 08:00,22-03-2015 16:00,,,,,,,,,,,
22-03-2015 16:00,23-03-2015 00:00,,,,,,,,,,,
23-03-2015 00:00,23-03-2015 08:00,,,,,,,,,,,
23-03-2015 08:00,23-03-2015 16:00,,,,,,,,,,,
23-03-2015 16:00,24-03-2015 00:00,,,,,,,,,,,
24-03-2015 00:00,24-03-2015 08:00,,,,,,,,,,,
24-03-2015 08:00,24-03-2015 16:00,,,,,,,,,,,
24-03-2015 16:00,25-03-2015 00:00,,,,,,,,,,,
25-03-2015 00:00,25-03-2015 08:00,,,,,,,,,,,
25-03-2015 08:00,25-03-2015 16:00,,,,,,,,,,,
25-03-2015 16:00,26-03-2015 00:00,,,,,,,,,,,
26-03-2015 00:00,26-03-2015 08:00,,,,,,,,,,,
26-03-2015 08:00,26-03-2015 16:00,,,,,,,,,,,
26-03-2015 16:00,27-03-2015 00:00,,,,,,,,,,,
27-03-2015 00:00,27-03-2015 08:00,,,,,,,,,,,
27-03-2015 08:00,27-03-2015 16:00,,,,,,,,,,,
27-03-2015 16:00,28-03-2015 00:00,,,,,,,,,,,
28-03-2015 00:00,28-03-2015 08:00,,,,,,,,,,,
28-03-2015 08:00,28-03-2015 16:00,,,,,,,,,,,
28-03-2015 16:00,29-03-2015 00:00,,,,,,,,,,,
29-03-2015 00:00,29-03-2015 08:00,,,,,,,,,,,
29-03-2015 08:00,29-03-2015 16:00,,,,,,,,,,,
29-03-2015 16:00,30-03-2015 00:00,,,,,,,,,,,
30-03-2015 00:00,30-03-2015 08:00,,,,,,,,,,,
30-03-2015 08:00,30-03-2015 16:00,,,,,,,,,,,
30-03-2015 16:00,31-03-2015 00:00,,,,,,,,,,,
31-03-2015 00:00,31-03-2015 08:00,,,,,,,,,,,
31-03-2015 08:00,31-03-2015 16:00,,,,,,,,,,,
31-03-2015 16:00,01-04-2015 00:00,,,,,,,,,,,
01-04-2015 00:00,01-04-2015 08:00,,,,,,,,,,,
01-04-2015 08:00,01-04-2015 16:00,,,,,,,,,,,
01-04-2015 16:00,02-04-2015 00:00,,,,,,,,,,,
02-04-2015 00:00,02-04-2015 08:00,,,,,,,,,,,
02-04-2015 08:00,02-04-2015 16:00,,,,,,,,,,,
02-04-2015 16:00,03-04-2015 00:00,,,,,,,,,,,
03-04-2015 00:00,03-04-2015 08:00,,,,,,,,,,,
03-04-2015 08:00,03-04-2015 16:00,,,,,,,,,,,
03-04-2015 16:00,04-04-2015 00:00,,,,,,,,,,,
04-04-2015 00:00,04-04-2015 08:00,,,,,,,,,,,
04-04-2015 08:00,04-04-2015 16:00,,732.65,6.63,28.59,35.65,65.17,50.33,59.44,13.84,332.63,40.33
04-04-2015 16:00,05-04-2015 00:00,,732.06,7.69,64.67,68.7,37.25,101.42,63.44,21.93,38.55,53.38
05-04-2015 00:00,05-04-2015 08:00,,734.4,6.9,44.51,50.44,12.99,102.04,82.45,9.85,26.82,50.09
05-04-2015 08:00,05-04-2015 16:00,,732.7,7.27,49.95,53.03,32.88,127.61,50.47,29.55,361.9,103.27
05-04-2015 16:00,06-04-2015 00:00,,,,42,,68,116,,43,,230
06-04-2015 00:00,06-04-2015 08:00,,,,,,,,,,,
06-04-2015 08:00,06-04-2015 16:00,,,,,,,,,,,
06-04-2015 16:00,07-04-2015 00:00,,,,,,,,,,,
07-04-2015 00:00,07-04-2015 08:00,,,,,,,,,,,
07-04-2015 08:00,07-04-2015 16:00,,,,,,,,,,,
07-04-2015 16:00,08-04-2015 00:00,,,,,,,,,,,
08-04-2015 00:00,08-04-2015 08:00,,,,,,,,,,,
08-04-2015 08:00,08-04-2015 16:00,,,,,,,,,,,
08-04-2015 16:00,09-04-2015 00:00,,,,,,,,,,,
09-04-2015 00:00,09-04-2015 08:00,,,,,,,,,,,
09-04-2015 08:00,09-04-2015 16:00,30.64,730.91,7.14,11.82,20.93,155.56,172.1,24.47,11.45,402.96,20.57
09-04-2015 16:00,10-04-2015 00:00,24.85,726.86,7.73,82.04,86.64,62.31,170.31,37.75,13.97,37.78,53.48
10-04-2015 00:00,10-04-2015 08:00,18.71,733.97,6.88,80.51,83.77,8.16,186.2,60.71,20.96,28.02,123.17
10-04-2015 08:00,10-04-2015 16:00,30.61,729.98,7.07,26.42,34.28,129.26,246.79,30.06,16.09,381.89,96.59
10-04-2015 16:00,11-04-2015 00:00,26.31,727.46,9,85.16,90.24,53.39,265.02,38.11,8.84,40.31,113.43
11-04-2015 00:00,11-04-2015 08:00,19.47,733.91,8.77,80.4,84.53,19.28,285.08,63.92,27.88,25.99,160.81
11-04-2015 08:00,11-04-2015 16:00,33.42,730.03,6.81,26.2,33.72,136.48,153.98,23.1,17.41,360.31,80.1
11-04-2015 16:00,12-04-2015 00:00,26.67,727.92,10.29,80.46,84.18,42.53,267.17,35.19,13.12,24.72,73.5
12-04-2015 00:00,12-04-2015 08:00,19.6,733.33,7.05,36.51,43.54,36.33,103.31,61.29,22.38,12.08,41.23
12-04-2015 08:00,12-04-2015 16:00,23.12,733.08,7.01,62.4,64.28,36.92,101.45,48.82,17.98,167.49,63.48
12-04-2015 16:00,13-04-2015 00:00,19.71,732.05,6.12,74.42,74.84,24.27,122.14,63.68,12.47,4.64,68.36
13-04-2015 00:00,13-04-2015 08:00,17.68,734.53,6.74,55.12,59.72,8.14,125.04,75.7,24.3,24.96,75.58
13-04-2015 08:00,13-04-2015 16:00,27.33,731.08,6.79,33.18,39.89,81.6,132.82,41.88,12.16,338.52,53.25
13-04-2015 16:00,14-04-2015 00:00,20.92,732.58,6.99,64.27,68.83,44,100.92,65.74,10.58,35.93,58.89
14-04-2015 00:00,14-04-2015 08:00,19.15,734.51,6.85,50.39,55.88,10.59,143.36,72.64,24.12,27.79,76.83
14-04-2015 08:00,14-04-2015 16:00,27.84,731.64,7.19,21.22,29.66,92.51,84.26,41.26,14.83,370.58,45.05
14-04-2015 16:00,15-04-2015 00:00,24.74,730.31,7.61,77.26,81.51,52.31,168.65,49.17,8.96,35.75,73.46
15-04-2015 00:00,15-04-2015 08:00,19.88,734.28,9.17,97.71,78.56,12.84,205.97,70.56,19.81,4.61,192.23
15-04-2015 08:00,15-04-2015 16:00,,,,,,,,,,,
15-04-2015 16:00,16-04-2015 00:00,23.64,729.62,6.29,65.02,68.06,31.18,132.33,57.7,8.09,4.44,56.32
16-04-2015 00:00,16-04-2015 08:00,20.98,731.81,,79,,37.25,121.4,66.25,23.95,28.31,97.33
16-04-2015 08:00,16-04-2015 16:00,28.03,730.18,6.39,39.17,44.32,24.12,147.85,39.55,8.98,287.07,54.7
16-04-2015 16:00,17-04-2015 00:00,21.78,731.7,6.82,51.65,57.35,21.71,93.42,55.52,17.34,29.2,40.21
17-04-2015 00:00,17-04-2015 08:00,18.49,734.33,6.62,48.14,53.64,7.53,105.83,71.01,26.15,28.75,65.38
17-04-2015 08:00,17-04-2015 16:00,30.76,730.94,6.89,23.86,31.68,97.84,189.08,33.41,22.62,372.14,52.44
17-04-2015 16:00,18-04-2015 00:00,27.77,729.39,9.06,84.33,90.06,52.39,249.1,35.84,11.35,41.74,87.75
18-04-2015 00:00,18-04-2015 08:00,22.18,732.26,6.43,76.05,78.91,10.45,260.58,53.78,32.95,29.05,148.13
18-04-2015 08:00,18-04-2015 16:00,33.95,730.19,7.08,22.49,30.68,119.52,264.5,29.3,25.83,363.36,122.48
18-04-2015 16:00,19-04-2015 00:00,29.81,731.47,7.95,90.45,93.68,42.3,347.69,31.41,15.03,40.58,333.88
19-04-2015 00:00,19-04-2015 08:00,22.07,732.56,6.98,68.1,72.05,22.08,319.05,61.09,27.9,29.03,148.03
19-04-2015 08:00,19-04-2015 16:00,38.04,731,6.67,28.5,35.35,135.57,178.58,17.12,19.04,357.81,82.85
19-04-2015 16:00,20-04-2015 00:00,30.64,731.26,11.19,100.02,103.3,64.2,436.42,37.74,7.4,40.21,146.5
20-04-2015 00:00,20-04-2015 08:00,26.02,728.03,7.5,58.96,63.12,20.87,319.23,42.54,17.6,21.79,111.48
20-04-2015 08:00,20-04-2015 16:00,35.2,730.47,6.76,45.54,51.44,99.74,436.9,29.43,19.53,346.51,156.48
20-04-2015 16:00,21-04-2015 00:00,32.1,731.39,6.51,73.05,75.82,48.97,356.29,29.29,19.87,37.75,97.1
21-04-2015 00:00,21-04-2015 08:00,25.96,728.95,6.91,45.8,51.7,16.05,386.9,43.05,23.05,28.14,109.35
21-04-2015 08:00,21-04-2015 16:00,35.34,730.92,6.94,30.09,37.46,102.63,427.75,24.66,31.1,365.47,122.77
21-04-2015 16:00,22-04-2015 00:00,30.28,729.83,7.19,81.72,85.95,57.43,275.6,21.79,19.37,41.12,91.38
22-04-2015 00:00,22-04-2015 08:00,22.96,730.91,7.04,77.05,80.75,13.51,269.1,34.13,41.67,33.59,129.02
22-04-2015 08:00,22-04-2015 16:00,35.27,729.03,6.84,21.24,29.19,149.8,313.81,14.48,24.39,376.74,95.04
22-04-2015 16:00,23-04-2015 00:00,30.95,729.94,8.62,89.86,94.93,62.05,252.12,16.91,18.89,40.82,64.92
23-04-2015 00:00,23-04-2015 08:00,23.1,729.76,7.28,91.7,93.6,34.54,275.38,39.71,32.28,32.82,116.31
23-04-2015 08:00,23-04-2015 16:00,37.06,731.38,6.79,28.34,35.65,174.05,252.75,11.94,32.25,366.22,132.83
23-04-2015 16:00,24-04-2015 00:00,29.42,730.31,12.43,117.92,121.04,56.56,368.22,27.23,19.6,41.95,180.27
24-04-2015 00:00,24-04-2015 08:00,23.59,730.19,9.43,110.01,110.5,12.5,311.17,38.97,31.19,31.18,163.56
24-04-2015 08:00,24-04-2015 16:00,37.43,731.51,6.75,61.84,66.29,170.81,250.19,13.06,31.07,356.54,110.63
24-04-2015 16:00,25-04-2015 00:00,29.39,732.52,9.55,149.9,147.62,57.28,351.69,30.92,28.87,37.39,136.52
25-04-2015 00:00,25-04-2015 08:00,23.18,730.33,8.18,95.77,97.65,10.93,302.04,45.05,31.08,29.03,122.37
25-04-2015 08:00,25-04-2015 16:00,32.2,729.62,6.99,30.27,37.7,116.45,431.71,29.74,23.48,370.68,84.87
25-04-2015 16:00,26-04-2015 00:00,29.69,730.32,7.03,43.62,49.59,103.94,398.46,33.8,13.54,41.78,65.13
26-04-2015 00:00,26-04-2015 08:00,22.57,733.4,6.78,13.7,19.98,98.09,216.08,45.85,39.93,3.75,64.64
26-04-2015 08:00,26-04-2015 16:00,32.26,732,6.68,13.5,29.83,113.25,168.62,32.17,23.53,364.17,71.83
26-04-2015 16:00,27-04-2015 00:00,28.42,730.15,6.87,48.27,53.87,70.62,226.07,39.65,25.47,42.99,66.34
27-04-2015 00:00,27-04-2015 08:00,23.34,732.7,6.88,23.68,31.49,35.46,189.9,54.03,19.83,30.18,58.95
27-04-2015 08:00,27-04-2015 16:00,31.77,730.41,7.01,23.55,31.57,86.76,201.1,38.15,16.6,367.4,64.03
27-04-2015 16:00,28-04-2015 00:00,30.17,730.88,6.64,54.09,58.95,61.25,235.83,38,18.26,41.29,70.96
28-04-2015 00:00,28-04-2015 08:00,24.37,731.09,6.9,24.56,32.34,68.34,167.91,42.01,20.47,32.99,79.56
28-04-2015 08:00,28-04-2015 16:00,33.55,730.95,6.77,15.13,23.47,125,146.52,33.06,16.8,367.39,67.35
28-04-2015 16:00,29-04-2015 00:00,30.01,732.35,6.59,47.23,52.45,87.76,175.85,45.6,24.27,42.78,59.67
29-04-2015 00:00,29-04-2015 08:00,24.54,730.89,7.12,38.48,45.34,25.62,107.13,53.92,16.48,33.24,54.52
29-04-2015 08:00,29-04-2015 16:00,33.6,731.69,6.99,27.47,35.13,123.62,136.5,31.01,17.98,370.79,60.43
29-04-2015 16:00,30-04-2015 00:00,30.7,732.71,5.9,108.74,112.59,69.95,183.75,34.27,17.32,40.1,60.26
